Term 1	Term 2	Term 3	Frequency of Trigram	Frequency of Context	Conditional Probability of Trigram
$	Y	yo	2	26	0.07692307692307693
,	pero	los	2	33	0.06060606060606061
un	poco	más	2	5	0.4
que	te	haya	2	27	0.07407407407407407
dos	semanas	después	2	5	0.4
así	que	yo	2	9	0.2222222222222222
que	yo	creo	2	7	0.2857142857142857
$	La	verdad	2	10	0.2
,	cómo	estás	2	5	0.4
$	Bien	,	2	5	0.4
tienes	en	mente	2	3	0.6666666666666666
en	mente	?	2	2	1.0
mente	?	#	2	2	1.0
a	aprender	a	2	3	0.6666666666666666
me	di	cuenta	2	3	0.6666666666666666
di	cuenta	de	2	2	1.0
que	es	#	2	24	0.08333333333333333
$	Hay	un	2	2	1.0
como	te	va	2	8	0.25
$	what	u	2	6	0.3333333333333333
what	u	up	2	2	1.0
u	up	to	2	2	1.0
up	to	?	2	3	0.6666666666666666
to	?	#	2	2	1.0
$	No	mucho	2	40	0.05
con	mi	familia	2	8	0.25
mi	familia	#	2	5	0.4
que	es	lo	2	24	0.08333333333333333
tal	está	el	2	3	0.6666666666666666
mucho	realmente	#	2	2	1.0
$	pues	,	2	21	0.09523809523809523
entrar	a	la	2	3	0.6666666666666666
que	tiene	que	2	4	0.5
$	que	tienes	2	86	0.023255813953488372
$	Si	,	2	14	0.14285714285714285
$	no	sabía	2	89	0.02247191011235955
a	juzgar	por	2	2	1.0
$	Se	te	2	12	0.16666666666666666
Se	te	ve	2	2	1.0
te	ve	bonito	2	2	1.0
ve	bonito	el	2	4	0.5
en	SL	?	2	2	1.0
SL	?	#	2	2	1.0
,	me	la	2	24	0.08333333333333333
el	día	en	2	8	0.25
en	eso	#	2	3	0.6666666666666666
$	está	bastante	2	9	0.2222222222222222
pesar	de	que	2	3	0.6666666666666666
tal	el	campamento	2	9	0.2222222222222222
el	campamento	?	2	2	1.0
la	prepa	#	2	2	1.0
😔	🤙	🏻	2	2	1.0
mi	abuelo	#	2	3	0.6666666666666666
cómo	estás	?	2	3	0.6666666666666666
te	toca	?	2	2	1.0
toca	?	#	2	2	1.0
$	wasgud	#	2	2	1.0
$	todo	bien	2	5	0.4
,	espero	que	2	2	1.0
$	Para	que	2	4	0.5
bueno	,	no	2	12	0.16666666666666666
$	ya	sabes	2	50	0.04
$	te	pusieron	2	22	0.09090909090909091
te	pusieron	a	2	2	1.0
creo	que	la	2	50	0.04
supongo	que	es	2	4	0.5
$	pero	yo	2	57	0.03508771929824561
pero	yo	creo	2	3	0.6666666666666666
Andrea	:)	#	2	2	1.0
$	Esperemos	#	2	2	1.0
,	hace	bastante	2	3	0.6666666666666666
hace	bastante	que	2	3	0.6666666666666666
bastante	que	no	2	4	0.5
recuerdo	que	me	2	5	0.4
que	me	dijiste	2	36	0.05555555555555555
me	dijiste	que	2	3	0.6666666666666666
$	a	pesar	2	34	0.058823529411764705
,	por	que	2	12	0.16666666666666666
$	y	yo	2	50	0.04
rato	que	me	2	5	0.4
antes	no	me	2	2	1.0
no	me	gustaba	2	25	0.08
que	mejor	me	2	3	0.6666666666666666
$	a	ti	2	34	0.058823529411764705
,	desde	entonces	2	4	0.5
sentiste	?	#	2	2	1.0
ve	que	te	2	4	0.5
$	donde	andas	2	3	0.6666666666666666
donde	andas	ahorita	2	2	1.0
andas	ahorita	?	2	2	1.0
$	en	pachuca	2	25	0.08
pesado	?	#	2	2	1.0
$	yo	siempre	2	45	0.044444444444444446
yo	siempre	he	2	2	1.0
dicho	que	no	2	2	1.0
$	como	que	2	27	0.07407407407407407
$	como	ves	2	27	0.07407407407407407
vaya	...	#	2	3	0.6666666666666666
que	lo	que	2	14	0.14285714285714285
veces	a	la	2	3	0.6666666666666666
y	media	#	2	2	1.0
$	pero	ahí	2	57	0.03508771929824561
pero	por	lo	2	2	1.0
creo	que	todo	2	50	0.04
ya	están	diciendo	2	2	1.0
están	diciendo	que	2	2	1.0
$	Cómo	te	2	19	0.10526315789473684
$	Cuál	es	2	3	0.6666666666666666
entonces	?	#	2	2	1.0
$	en	la	2	25	0.08
que	estaba	en	2	3	0.6666666666666666
nerviosa	?	#	2	2	1.0
que	no	está	2	48	0.041666666666666664
no	está	nada	2	3	0.6666666666666666
está	nada	mal	2	2	1.0
vídeo	?	#	2	2	1.0
how	u	do	2	3	0.6666666666666666
$	a	veces	2	34	0.058823529411764705
$	que	bueno	2	86	0.023255813953488372
$	,	gracias	2	7	0.2857142857142857
por	si	me	2	5	0.4
$	bastante	#	2	15	0.13333333333333333
mal	jaja	#	2	2	1.0
,	nunca	he	2	2	1.0
que	ver	con	2	5	0.4
ver	con	que	2	2	1.0
$	Me	lo	2	31	0.06451612903225806
lo	imagino	#	2	3	0.6666666666666666
para	ser	honesto	2	2	1.0
ser	honesto	#	2	2	1.0
que	no	la	2	48	0.041666666666666664
práctico	?	#	2	2	1.0
,	me	gusta	2	24	0.08333333333333333
$	Cool	,	2	8	0.25
que	hacer	#	2	6	0.3333333333333333
$	y	pq	2	50	0.04
$	i	see	2	7	0.2857142857142857
i	see	#	2	3	0.6666666666666666
tal	tu	?	2	8	0.25
$	Supongo	que	2	2	1.0
$	I	see	2	5	0.4
I	see	#	2	2	1.0
ve	bonito	#	2	4	0.5
no	sé	pq	2	22	0.09090909090909091
$	Y	ya	2	26	0.07692307692307693
$	que	cool	2	86	0.023255813953488372
los	karts	#	2	2	1.0
tal	me	va	2	2	1.0
me	va	#	2	6	0.3333333333333333
$	Pero	te	2	34	0.058823529411764705
en	lo	que	2	2	1.0
que	tal	tú	2	32	0.0625
ya	en	la	2	3	0.6666666666666666
cómo	te	va	2	3	0.6666666666666666
emocionada	?	#	2	2	1.0
navidad	?	#	2	2	1.0
$	Por	eso	2	11	0.18181818181818182
costumbre	?	#	2	2	1.0
que	te	da	2	27	0.07407407407407407
mi	feed	ideal	2	2	1.0
$	lo	bueno	2	13	0.15384615384615385
lo	bueno	es	2	2	1.0
u	at	?	2	2	1.0
at	?	#	2	2	1.0
diferente	?	#	2	2	1.0
$	jajajajaja	#	2	2	1.0
bien	gracias	,	2	2	1.0
de	los	que	2	11	0.18181818181818182
$	Que	bueno	2	49	0.04081632653061224
Que	bueno	,	2	2	1.0
en	Pachuca	?	2	3	0.6666666666666666
Pachuca	?	#	2	2	1.0
$	Heyy	#	2	2	1.0
regreso	a	cdmx	2	4	0.5
me	gusta	bastante	2	13	0.15384615384615385
gusta	bastante	#	2	2	1.0
$	Pero	seguro	2	34	0.058823529411764705
$	Q	tal	2	6	0.3333333333333333
las	vacaciones	#	2	3	0.6666666666666666
a	dar	la	2	4	0.5
dar	la	vuelta	2	2	1.0
$	por	donde	2	17	0.11764705882352941
por	donde	te	2	2	1.0
$	😭	#	2	3	0.6666666666666666
ahí	?	#	2	2	1.0
con	amigos	del	2	3	0.6666666666666666
amigos	del	cecyt	2	2	1.0
el	concierto	?	2	2	1.0
concierto	?	#	2	2	1.0
tal	te	va	2	6	0.3333333333333333
$	Se	ven	2	12	0.16666666666666666
😭	😭	#	2	3	0.6666666666666666
Que	tal	te	2	13	0.15384615384615385
que	te	hacen	2	27	0.07407407407407407
$	No	#	2	40	0.05
$	Tu	la	2	11	0.18181818181818182
Andrea	?	#	2	2	1.0
$	Cuando	me	2	4	0.5
a	visitar	a	2	3	0.6666666666666666
visitar	a	cdmx	2	2	1.0
a	cdmx	?	2	5	0.4
en	línea	#	2	4	0.5
$	Pero	si	2	34	0.058823529411764705
$	q	tal	2	6	0.3333333333333333
qué	tal	está	2	7	0.2857142857142857
en	pachuca	?	2	5	0.4
pachuca	?	#	2	2	1.0
de	aquí	a	2	2	1.0
aquí	a	donde	2	2	1.0
$	pon	día	2	3	0.6666666666666666
pon	día	#	2	2	1.0
$	algo	bien	2	4	0.5
$	que	harás	2	86	0.023255813953488372
$	dicen	que	2	2	1.0
qué	tal	la	2	7	0.2857142857142857
🤓	☝	🏻	2	2	1.0
☝	🏻	#	2	3	0.6666666666666666
ola	ola	ola	2	3	0.6666666666666666
$	holaa	Andrea	2	2	1.0
holaa	Andrea	#	2	2	1.0
,	que	te	2	18	0.1111111111111111
que	te	vaya	2	27	0.07407407407407407
te	vaya	muy	2	2	1.0
$	Interesante	,	1	2	0.5
Interesante	,	lada	1	1	1.0
,	lada	de	1	1	1.0
lada	de	la	1	1	1.0
de	la	Ciudad	1	22	0.045454545454545456
la	Ciudad	de	1	1	1.0
Ciudad	de	México	1	1	1.0
de	México	#	1	2	0.5
¿	Qué	clase	1	2	0.5
Qué	clase	de	1	1	1.0
clase	de	música	1	2	0.5
de	música	escuchas	1	2	0.5
música	escuchas	?	1	1	1.0
escuchas	?	#	1	1	1.0
Bastante	bien	por	1	5	0.2
bien	por	fortuna	1	1	1.0
por	fortuna	#	1	2	0.5
¿	Qué	tal	1	2	0.5
Qué	tal	a	1	1	1.0
tal	a	ti	1	1	1.0
$	Que	sea	1	49	0.02040816326530612
Que	sea	en	1	1	1.0
sea	en	línea	1	1	1.0
en	línea	sí	1	4	0.25
línea	sí	 	1	1	1.0
sí	 	es	1	1	1.0
 	es	desalentador	1	1	1.0
es	desalentador	,	1	1	1.0
desalentador	,	por	1	1	1.0
lo	menos	para	1	5	0.2
menos	para	mí	1	1	1.0
para	mí	jaja	1	1	1.0
mí	jaja	#	1	1	1.0
Ya	estás	haciendo	1	4	0.25
estás	haciendo	servicio	1	2	0.5
haciendo	servicio	#	1	1	1.0
$	Same	,	1	4	0.25
Same	,	de	1	1	1.0
,	de	que	1	8	0.125
de	que	das	1	37	0.02702702702702703
que	das	tu	1	1	1.0
das	tu	?	1	1	1.0
Yo	no	sabía	1	5	0.2
sabía	que	pedo	1	2	0.5
que	pedo	con	1	2	0.5
pedo	con	el	1	1	1.0
con	el	servicio	1	7	0.14285714285714285
el	servicio	hasta	1	3	0.3333333333333333
servicio	hasta	hace	1	1	1.0
hasta	hace	una	1	1	1.0
una	semana	cuando	1	5	0.2
semana	cuando	el	1	1	1.0
cuando	el	profe	1	1	1.0
el	profe	Arturo	1	2	0.5
profe	Arturo	me	1	1	1.0
Arturo	me	ofreció	1	1	1.0
me	ofreció	hacerlo	1	1	1.0
ofreció	hacerlo	con	1	1	1.0
hacerlo	con	el	1	1	1.0
con	el	xd	1	7	0.14285714285714285
el	xd	#	1	1	1.0
Así	que	no	1	2	0.5
no	me	llevé	1	25	0.04
me	llevé	decepción	1	1	1.0
llevé	decepción	como	1	1	1.0
decepción	como	tú	1	1	1.0
como	tú	:)	1	1	1.0
tú	:)	#	1	1	1.0
$	:(	*	1	9	0.1111111111111111
:(	*	#	1	1	1.0
Yep	,	álgebra	1	6	0.16666666666666666
,	álgebra	a	1	1	1.0
álgebra	a	los	1	1	1.0
a	los	del	1	10	0.1
los	del	15	1	1	1.0
del	15	#	1	1	1.0
$	Terminamos	en	1	1	1.0
Terminamos	en	Junio	1	1	1.0
en	Junio	#	1	1	1.0
$	Nomás	7	1	2	0.5
Nomás	7	meses	1	1	1.0
7	meses	de	1	1	1.0
meses	de	labor	1	1	1.0
de	labor	no	1	1	1.0
labor	no	remunerada	1	1	1.0
no	remunerada	y	1	1	1.0
remunerada	y	listo	1	1	1.0
y	listo	#	1	1	1.0
$	Pues	creo	1	5	0.2
Pues	creo	que	1	1	1.0
que	no	jaja	1	48	0.020833333333333332
no	jaja	#	1	2	0.5
$	Puras	asesorías	1	2	0.5
Puras	asesorías	martes	1	1	1.0
asesorías	martes	y	1	1	1.0
martes	y	jueves	1	1	1.0
y	jueves	de	1	1	1.0
jueves	de	3	1	1	1.0
de	3	a	1	1	1.0
3	a	4	1	1	1.0
a	4	🤏🏻	1	1	1.0
4	🤏🏻	😎	1	1	1.0
🤏🏻	😎	#	1	1	1.0
$	Siento	que	1	1	1.0
Siento	que	nada	1	1	1.0
que	nada	más	1	2	0.5
nada	más	se	1	3	0.3333333333333333
más	se	hacer	1	1	1.0
se	hacer	conversación	1	1	1.0
hacer	conversación	de	1	1	1.0
conversación	de	cosas	1	1	1.0
escuela	jaja	,	1	2	0.5
jaja	,	cuéntame	1	4	0.25
,	cuéntame	algo	1	2	0.5
cuéntame	algo	más	1	1	1.0
$	Qué	es	1	1	1.0
Qué	es	eso	1	1	1.0
es	eso	?	1	1	1.0
$	Enfriamiento	líquido	1	1	1.0
Enfriamiento	líquido	para	1	1	1.0
líquido	para	el	1	1	1.0
para	el	rostro	1	3	0.3333333333333333
el	rostro	y	1	3	0.3333333333333333
rostro	y	además	1	1	1.0
y	además	derrochan	1	1	1.0
además	derrochan	estilo	1	1	1.0
derrochan	estilo	,	1	1	1.0
estilo	,	buena	1	1	1.0
,	buena	adquisición	1	2	0.5
buena	adquisición	jajaja	1	1	1.0
adquisición	jajaja	#	1	1	1.0
$	Puedo	responderlo	1	1	1.0
Puedo	responderlo	?	1	1	1.0
responderlo	?	#	1	1	1.0
$	Jaja	#	1	1	1.0
$	Ya	traigo	1	30	0.03333333333333333
Ya	traigo	más	1	1	1.0
traigo	más	greña	1	1	1.0
más	greña	que	1	1	1.0
greña	que	tú	1	1	1.0
que	tú	😳	1	4	0.25
tú	😳	#	1	1	1.0
$	Está	muy	1	4	0.25
Está	muy	bien	1	1	1.0
muy	bien	hecho	1	12	0.08333333333333333
bien	hecho	,	1	1	1.0
hecho	,	de	1	1	1.0
,	de	dónde	1	8	0.125
de	dónde	sacas	1	2	0.5
dónde	sacas	los	1	1	1.0
sacas	los	audios	1	1	1.0
los	audios	?	1	1	1.0
audios	?	#	1	1	1.0
$	Yap	,	1	1	1.0
Yap	,	una	1	1	1.0
,	una	hamburguesa	1	4	0.25
una	hamburguesa	,	1	1	1.0
hamburguesa	,	u	1	1	1.0
,	u	?	1	1	1.0
$	Solo	que	1	5	0.2
Solo	que	tus	1	1	1.0
que	tus	lentes	1	1	1.0
tus	lentes	son	1	1	1.0
lentes	son	más	1	1	1.0
son	más	cool	1	1	1.0
más	cool	#	1	1	1.0
$	Jsjsj	hablas	1	1	1.0
Jsjsj	hablas	como	1	1	1.0
hablas	como	robot	1	1	1.0
como	robot	#	1	1	1.0
$	Fritas	,	1	1	1.0
Fritas	,	horneadas	1	1	1.0
,	horneadas	?	1	1	1.0
horneadas	?	#	1	1	1.0
$	Yo	pienso	1	32	0.03125
Yo	pienso	que	1	1	1.0
pienso	que	me	1	1	1.0
que	me	veo	1	36	0.027777777777777776
me	veo	mejor	1	3	0.3333333333333333
veo	mejor	sin	1	1	1.0
mejor	sin	lentes	1	1	1.0
sin	lentes	pero	1	1	1.0
lentes	pero	luego	1	1	1.0
pero	luego	me	1	1	1.0
luego	me	pongo	1	2	0.5
me	pongo	a	1	1	1.0
pongo	a	pensar	1	1	1.0
a	pensar	que	1	3	0.3333333333333333
pensar	que	realmente	1	1	1.0
que	realmente	es	1	3	0.3333333333333333
realmente	es	que	1	2	0.5
es	que	cuando	1	28	0.03571428571428571
que	cuando	no	1	4	0.25
cuando	no	los	1	6	0.16666666666666666
no	los	traigo	1	3	0.3333333333333333
los	traigo	y	1	1	1.0
traigo	y	me	1	1	1.0
y	me	veo	1	11	0.09090909090909091
me	veo	al	1	3	0.3333333333333333
veo	al	espejo	1	1	1.0
al	espejo	me	1	1	1.0
espejo	me	imagino	1	1	1.0
me	imagino	mejor	1	11	0.09090909090909091
imagino	mejor	porque	1	1	1.0
mejor	porque	realmente	1	1	1.0
porque	realmente	no	1	1	1.0
no	me	veo	1	25	0.04
me	veo	claro	1	3	0.3333333333333333
veo	claro	por	1	1	1.0
claro	por	no	1	1	1.0
por	no	traer	1	1	1.0
no	traer	lentes	1	1	1.0
traer	lentes	xd	1	1	1.0
lentes	xd	#	1	1	1.0
Yep	,	son	1	6	0.16666666666666666
,	son	muy	1	1	1.0
son	muy	buenas	1	3	0.3333333333333333
muy	buenas	,	1	1	1.0
buenas	,	pero	1	1	1.0
,	pero	retienen	1	33	0.030303030303030304
pero	retienen	mucho	1	1	1.0
retienen	mucho	aceite	1	1	1.0
mucho	aceite	😔	1	1	1.0
aceite	😔	✌	1	1	1.0
😔	✌	️	1	2	0.5
✌	️	#	1	1	1.0
Realmente	no	tanto	1	3	0.3333333333333333
no	tanto	,	1	2	0.5
tanto	,	cómo	1	1	1.0
,	cómo	.7	1	5	0.2
cómo	.7	y	1	1	1.0
.7	y	.5	1	1	1.0
y	.5	#	1	1	1.0
$	Son	muy	1	4	0.25
Son	muy	prácticas	1	1	1.0
muy	prácticas	y	1	1	1.0
prácticas	y	ricas	1	1	1.0
y	ricas	en	1	1	1.0
ricas	en	general	1	1	1.0
en	general	#	1	3	0.3333333333333333
$	Sabías	que	1	1	1.0
Sabías	que	el	1	1	1.0
que	el	vodka	1	6	0.16666666666666666
el	vodka	es	1	1	1.0
vodka	es	un	1	1	1.0
es	un	producto	1	8	0.125
un	producto	hecho	1	1	1.0
producto	hecho	de	1	1	1.0
hecho	de	papa	1	2	0.5
de	papa	?	1	1	1.0
papa	?	#	1	1	1.0
Bueno	,	por	1	5	0.2
lo	menos	originalmente	1	5	0.2
menos	originalmente	,	1	1	1.0
originalmente	,	no	1	1	1.0
sé	si	también	1	6	0.16666666666666666
si	también	los	1	1	1.0
también	los	que	1	1	1.0
los	que	venden	1	7	0.14285714285714285
que	venden	en	1	1	1.0
venden	en	el	1	1	1.0
el	Oxxo	xd	1	2	0.5
Oxxo	xd	#	1	1	1.0
Bueno	,	me	1	5	0.2
,	me	retiro	1	24	0.041666666666666664
me	retiro	por	1	1	1.0
retiro	por	hoy	1	1	1.0
por	hoy	que	1	1	1.0
hoy	que	mañana	1	1	1.0
que	mañana	hay	1	1	1.0
mañana	hay	que	1	1	1.0
hay	que	despertar	1	3	0.3333333333333333
que	despertar	tempra	1	1	1.0
despertar	tempra	,	1	1	1.0
tempra	,	bonita	1	1	1.0
,	bonita	noche	1	1	1.0
bonita	noche	:)	1	1	1.0
noche	:)	#	1	1	1.0
$	Fue	a	1	2	0.5
Fue	a	las	1	1	1.0
a	las	4	1	14	0.07142857142857142
las	4	AM	1	1	1.0
4	AM	pero	1	1	1.0
AM	pero	valió	1	1	1.0
pero	valió	la	1	1	1.0
valió	la	pena	1	1	1.0
la	pena	👍	1	2	0.5
pena	👍	🏻	1	1	1.0
$	Vives	al	1	1	1.0
Vives	al	límite	1	1	1.0
al	límite	#	1	1	1.0
$	Prácticas	algún	1	1	1.0
Prácticas	algún	deporte	1	1	1.0
algún	deporte	?	1	1	1.0
deporte	?	#	1	1	1.0
En	la	secundaria	1	3	0.3333333333333333
la	secundaria	practicaba	1	4	0.25
secundaria	practicaba	tenis	1	1	1.0
practicaba	tenis	#	1	1	1.0
Pero	ya	hace	1	2	0.5
ya	hace	mucho	1	4	0.25
hace	mucho	que	1	3	0.3333333333333333
mucho	que	lo	1	3	0.3333333333333333
que	lo	dejé	1	14	0.07142857142857142
lo	dejé	,	1	2	0.5
dejé	,	de	1	1	1.0
de	hecho	este	1	5	0.2
hecho	este	año	1	1	1.0
este	año	me	1	2	0.5
año	me	daban	1	1	1.0
ganas	de	retomar	1	7	0.14285714285714285
de	retomar	pero	1	1	1.0
retomar	pero	pues	1	1	1.0
pero	pues	pasó	1	2	0.5
pues	pasó	lo	1	2	0.5
pasó	lo	que	1	1	1.0
lo	que	pasó	1	28	0.03571428571428571
que	pasó	xd	1	1	1.0
pasó	xd	#	1	1	1.0
$	esgrima	:0	1	1	1.0
esgrima	:0	,	1	1	1.0
:0	,	que	1	2	0.5
,	que	genial	1	18	0.05555555555555555
que	genial	,	1	1	1.0
genial	,	tomé	1	1	1.0
,	tomé	clases	1	1	1.0
tomé	clases	por	1	1	1.0
clases	por	muy	1	1	1.0
por	muy	poco	1	1	1.0
muy	poco	tiempo	1	1	1.0
poco	tiempo	en	1	1	1.0
tiempo	en	el	1	3	0.3333333333333333
en	el	CEAR	1	29	0.034482758620689655
el	CEAR	,	1	1	1.0
CEAR	,	no	1	1	1.0
,	no	daba	1	40	0.025
no	daba	ni	1	2	0.5
daba	ni	una	1	1	1.0
ni	una	xd	1	3	0.3333333333333333
$	Tenis	de	1	1	1.0
Tenis	de	mesa	1	1	1.0
de	mesa	xd	1	1	1.0
mesa	xd	#	1	1	1.0
$	Puro	alto	1	1	1.0
Puro	alto	rendimiento	1	1	1.0
alto	rendimiento	🙏	1	1	1.0
rendimiento	🙏	xd	1	1	1.0
🙏	xd	#	1	1	1.0
$	Estoy	igual	1	5	0.2
Estoy	igual	que	1	1	1.0
igual	que	tú	1	4	0.25
que	tú	XD	1	4	0.25
tú	XD	,	1	1	1.0
XD	,	me	1	1	1.0
,	me	cuesta	1	24	0.041666666666666664
me	cuesta	mucho	1	1	1.0
cuesta	mucho	trabajo	1	1	1.0
mucho	trabajo	,	1	1	1.0
trabajo	,	siento	1	1	1.0
es	muy	diferente	1	7	0.14285714285714285
muy	diferente	a	1	1	1.0
diferente	a	tenis	1	1	1.0
a	tenis	normal	1	1	1.0
tenis	normal	#	1	1	1.0
Yo	no	le	1	5	0.2
no	le	pego	1	7	0.14285714285714285
le	pego	xd	1	1	1.0
pego	xd	#	1	1	1.0
$	En	tercero	1	17	0.058823529411764705
En	tercero	la	1	1	1.0
tercero	la	pedimos	1	1	1.0
la	pedimos	como	1	1	1.0
pedimos	como	una	1	1	1.0
una	vez	a	1	6	0.16666666666666666
vez	a	la	1	1	1.0
semana	en	mi	1	3	0.3333333333333333
en	mi	salón	1	6	0.16666666666666666
mi	salón	#	1	1	1.0
$	Así	confirme	1	10	0.1
Así	confirme	que	1	1	1.0
confirme	que	no	1	1	1.0
no	es	lo	1	11	0.09090909090909091
es	lo	mío	1	6	0.16666666666666666
lo	mío	xd	1	1	1.0
mío	xd	#	1	1	1.0
En	el	Wii	1	2	0.5
el	Wii	xd	1	1	1.0
Wii	xd	#	1	1	1.0
$	Recomienda	música	1	1	1.0
Recomienda	música	#	1	1	1.0
$	A	Fiona	1	22	0.045454545454545456
A	Fiona	yess	1	1	1.0
Fiona	yess	#	1	1	1.0
$	Pretty	good	1	1	1.0
Pretty	good	overall	1	1	1.0
good	overall	#	1	1	1.0
$	Ahorita	me	1	1	1.0
Ahorita	me	callo	1	1	1.0
me	callo	a	1	1	1.0
callo	a	CLUBZ	1	1	1.0
a	CLUBZ	#	1	1	1.0
$	Ight	#	1	1	1.0
$	En	un	1	17	0.058823529411764705
En	un	rato	1	1	1.0
un	rato	te	1	6	0.16666666666666666
rato	te	cuento	1	2	0.5
te	cuento	que	1	2	0.5
cuento	que	onda	1	1	1.0
$	Recientemente	he	1	1	1.0
Recientemente	he	escuchado	1	1	1.0
he	escuchado	mucho	1	3	0.3333333333333333
escuchado	mucho	a	1	1	1.0
mucho	a	Swans	1	2	0.5
a	Swans	,	1	1	1.0
Swans	,	tienen	1	2	0.5
,	tienen	un	1	1	1.0
tienen	un	enfoque	1	1	1.0
un	enfoque	atmosférico	1	1	1.0
enfoque	atmosférico	que	1	1	1.0
atmosférico	que	me	1	1	1.0
que	me	fascina	1	36	0.027777777777777776
me	fascina	,	1	1	1.0
fascina	,	muy	1	1	1.0
,	muy	buenos	1	4	0.25
muy	buenos	#	1	2	0.5
$	También	he	1	3	0.3333333333333333
También	he	estado	1	1	1.0
he	estado	frecuentando	1	6	0.16666666666666666
estado	frecuentando	la	1	1	1.0
frecuentando	la	música	1	1	1.0
la	música	de	1	2	0.5
música	de	Kendrick	1	1	1.0
de	Kendrick	,	1	1	1.0
Kendrick	,	bastante	1	1	1.0
,	bastante	artístico	1	3	0.3333333333333333
bastante	artístico	su	1	1	1.0
artístico	su	álbum	1	1	1.0
su	álbum	To	1	2	0.5
álbum	To	Pimp	1	1	1.0
To	Pimp	a	1	1	1.0
Pimp	a	Butterfly	1	1	1.0
a	Butterfly	,	1	1	1.0
Butterfly	,	pero	1	1	1.0
,	pero	probablemente	1	33	0.030303030303030304
pero	probablemente	ya	1	1	1.0
probablemente	ya	lo	1	1	1.0
ya	lo	sabes	1	2	0.5
lo	sabes	jaja	1	1	1.0
sabes	jaja	#	1	1	1.0
$	Buen	trabajo	1	2	0.5
Buen	trabajo	en	1	1	1.0
en	el	bajo	1	29	0.034482758620689655
el	bajo	y	1	2	0.5
bajo	y	en	1	2	0.5
y	en	las	1	4	0.25
en	las	percusiones	1	7	0.14285714285714285
las	percusiones	,	1	1	1.0
percusiones	,	una	1	1	1.0
,	una	pieza	1	4	0.25
una	pieza	bastante	1	1	1.0
pieza	bastante	solida	1	1	1.0
bastante	solida	#	1	1	1.0
$	Similar	a	1	1	1.0
Similar	a	lo	1	1	1.0
a	lo	anterior	1	2	0.5
lo	anterior	,	1	1	1.0
anterior	,	el	1	1	1.0
,	el	hilo	1	5	0.2
el	hilo	conductor	1	1	1.0
hilo	conductor	es	1	1	1.0
conductor	es	el	1	1	1.0
es	el	bajo	1	12	0.08333333333333333
el	bajo	,	1	2	0.5
bajo	,	me	1	1	1.0
,	me	parece	1	24	0.041666666666666664
me	parece	curioso	1	1	1.0
parece	curioso	que	1	1	1.0
curioso	que	si	1	1	1.0
que	si	pones	1	3	0.3333333333333333
si	pones	la	1	1	1.0
pones	la	canción	1	1	1.0
la	canción	de	1	1	1.0
canción	de	nuevo	1	2	0.5
de	nuevo	justo	1	2	0.5
nuevo	justo	al	1	1	1.0
justo	al	terminar	1	1	1.0
al	terminar	parece	1	1	1.0
terminar	parece	que	1	1	1.0
parece	que	es	1	4	0.25
es	una	nueva	1	5	0.2
una	nueva	sección	1	2	0.5
nueva	sección	#	1	1	1.0
$	La	más	1	10	0.1
La	más	ligera	1	1	1.0
más	ligera	de	1	1	1.0
ligera	de	las	1	1	1.0
las	3	,	1	2	0.5
3	,	destacable	1	1	1.0
,	destacable	trabajo	1	1	1.0
destacable	trabajo	en	1	1	1.0
en	el	juego	1	29	0.034482758620689655
el	juego	de	1	1	1.0
juego	de	saxofones	1	1	1.0
de	saxofones	al	1	1	1.0
saxofones	al	final	1	1	1.0
$	Bastante	cool	1	14	0.07142857142857142
Bastante	cool	,	1	1	1.0
cool	,	thx	1	7	0.14285714285714285
$	suelo	ir	1	1	1.0
suelo	ir	muy	1	1	1.0
ir	muy	pocas	1	1	1.0
pocas	veces	,	1	2	0.5
veces	,	pero	1	2	0.5
,	pero	a	1	33	0.030303030303030304
pero	a	mi	1	1	1.0
gusta	mucho	,	1	2	0.5
mucho	,	disfruto	1	5	0.2
,	disfruto	de	1	1	1.0
disfruto	de	estar	1	1	1.0
de	estar	ahí	1	3	0.3333333333333333
estar	ahí	,	1	1	1.0
ahí	,	quizas	1	2	0.5
,	quizas	tenga	1	2	0.5
quizas	tenga	que	1	1	1.0
que	ver	que	1	5	0.2
ver	que	casi	1	5	0.2
que	casi	no	1	1	1.0
casi	no	voy	1	3	0.3333333333333333
no	voy	#	1	1	1.0
$	eliminé	la	1	1	1.0
eliminé	la	cuenta	1	1	1.0
la	cuenta	hace	1	1	1.0
cuenta	hace	como	1	1	1.0
hace	como	año	1	2	0.5
como	año	y	1	1	1.0
y	medio	#	1	2	0.5
$	sentía	que	1	1	1.0
sentía	que	perdía	1	1	1.0
que	perdía	mucho	1	1	1.0
perdía	mucho	tiempo	1	1	1.0
mucho	tiempo	ahí	1	3	0.3333333333333333
tiempo	ahí	,	1	1	1.0
ahí	,	y	1	2	0.5
y	pensé	""""	1	2	0.5
pensé	""""	a	1	1	1.0
""""	a	ver	1	1	1.0
ver	como	me	1	2	0.5
como	me	va	1	1	1.0
me	va	sin	1	6	0.16666666666666666
va	sin	cuenta	1	1	1.0
sin	cuenta	""""	1	1	1.0
cuenta	""""	,	1	1	1.0
""""	,	y	1	1	1.0
,	y	pues	1	18	0.05555555555555555
y	pues	aquí	1	3	0.3333333333333333
pues	aquí	ando	1	1	1.0
aquí	ando	año	1	2	0.5
ando	año	y	1	1	1.0
