Term 1	Term 2	Frequency of Bigram	Frequency of context	Conditional Probability of Bigram
hago	#	3	6	0.5
pasa	#	3	6	0.5
se	puede	3	139	0.02158273381294964
yo	no	3	86	0.03488372093023256
sí	xd	3	78	0.038461538461538464
dos	horas	3	26	0.11538461538461539
y	al	3	191	0.015706806282722512
pena	#	3	9	0.3333333333333333
$	Sucede	3	3186	0.0009416195856873823
da	flojera	3	26	0.11538461538461539
una	persona	3	84	0.03571428571428571
a	qué	3	359	0.008356545961002786
es	,	3	166	0.018072289156626505
$	Voy	3	3186	0.0009416195856873823
de	agosto	3	499	0.006012024048096192
idk	#	3	4	0.75
más	grande	3	72	0.041666666666666664
mi	abuelo	3	92	0.03260869565217391
alegro	:)	3	12	0.25
no	mucho	3	341	0.008797653958944282
a	mis	3	359	0.008356545961002786
abuelos	#	3	4	0.75
las	mañanas	3	74	0.04054054054054054
ya	sabes	3	126	0.023809523809523808
la	tarde	3	284	0.01056338028169014
el	clima	3	224	0.013392857142857142
sí	es	3	78	0.038461538461538464
pero	así	3	126	0.023809523809523808
solo	se	3	28	0.10714285714285714
diría	que	3	6	0.5
cuando	regresemos	3	47	0.06382978723404255
$	Nos	3	3186	0.0009416195856873823
está	el	3	40	0.075
vale	#	3	6	0.5
problema	xd	3	8	0.375
con	amigos	3	81	0.037037037037037035
menos	que	3	26	0.11538461538461539
$	hoy	3	3186	0.0009416195856873823
que	así	3	696	0.004310344827586207
rato	en	3	18	0.16666666666666666
el	agua	3	224	0.013392857142857142
que	mejor	3	696	0.004310344827586207
lo	sé	3	146	0.02054794520547945
no	las	3	341	0.008797653958944282
me	iba	3	304	0.009868421052631578
solo	tuve	3	28	0.10714285714285714
flojera	#	3	6	0.5
vaya	...	3	11	0.2727272727272727
así	se	3	40	0.075
de	comer	3	499	0.006012024048096192
muy	temprano	3	65	0.046153846153846156
$	tan	3	3186	0.0009416195856873823
vez	que	3	19	0.15789473684210525
por	suerte	3	109	0.027522935779816515
y	el	3	191	0.015706806282722512
hoy	#	3	28	0.10714285714285714
lo	he	3	146	0.02054794520547945
$	jijo	3	3186	0.0009416195856873823
está	buena	3	40	0.075
$	soy	3	3186	0.0009416195856873823
que	dice	3	696	0.004310344827586207
,	cual	3	525	0.005714285714285714
lo	imagino	3	146	0.02054794520547945
pero	yo	3	126	0.023809523809523808
que	haces	3	696	0.004310344827586207
examen	de	3	9	0.3333333333333333
de	calculo	3	499	0.006012024048096192
$	quien	3	3186	0.0009416195856873823
hype	#	3	3	1.0
4	de	3	10	0.3
montón	de	3	4	0.75
cosas	que	3	24	0.125
$	pon	3	3186	0.0009416195856873823
$	cuál	3	3186	0.0009416195856873823
no	sabes	3	341	0.008797653958944282
soñar	que	3	5	0.6
sueño	que	3	14	0.21428571428571427
la	peor	3	284	0.01056338028169014
que	estoy	3	696	0.004310344827586207
pero	me	3	126	0.023809523809523808
un	día	3	108	0.027777777777777776
bruh	#	3	3	1.0
gente	que	3	6	0.5
$	Entonces	3	3186	0.0009416195856873823
te	sientes	3	158	0.0189873417721519
Yo	me	3	32	0.09375
todo	cool	3	33	0.09090909090909091
$	respetable	3	3186	0.0009416195856873823
no	está	3	341	0.008797653958944282
las	que	3	74	0.04054054054054054
bastante	interesantes	3	47	0.06382978723404255
interesantes	,	3	4	0.75
no	son	3	341	0.008797653958944282
tienes	que	3	33	0.09090909090909091
las	dos	3	74	0.04054054054054054
recordar	que	3	4	0.75
el	proyecto	3	224	0.013392857142857142
got	it	3	3	1.0
y	ahora	3	191	0.015706806282722512
$	jsjsjs	3	3186	0.0009416195856873823
jsjsjs	#	3	3	1.0
$	muchas	3	3186	0.0009416195856873823
muchas	gracias	3	4	0.75
ya	#	3	126	0.023809523809523808
ya	está	3	126	0.023809523809523808
$	thx	3	3186	0.0009416195856873823
las	9	3	74	0.04054054054054054
temprano	#	3	7	0.42857142857142855
solamente	#	3	5	0.6
a	que	3	359	0.008356545961002786
$	you	3	3186	0.0009416195856873823
te	gusta	3	158	0.0189873417721519
escuela	en	3	24	0.125
$	Quizás	3	3186	0.0009416195856873823
,	sin	3	525	0.005714285714285714
$	quizas	3	3186	0.0009416195856873823
más	corto	3	72	0.041666666666666664
efecto	#	3	5	0.6
$	jajaj	3	3186	0.0009416195856873823
jajaj	#	3	4	0.75
si	la	3	72	0.041666666666666664
y	se	3	191	0.015706806282722512
buena	#	3	18	0.16666666666666666
me	daba	3	304	0.009868421052631578
el	semestre	3	224	0.013392857142857142
todos	los	3	13	0.23076923076923078
up	to	3	3	1.0
pero	la	3	126	0.023809523809523808
me	ha	3	304	0.009868421052631578
Tu	que	3	11	0.2727272727272727
tienes	en	3	33	0.09090909090909091
,	con	3	525	0.005714285714285714
$	Cuál	3	3186	0.0009416195856873823
mejor	que	3	25	0.12
que	tu	3	696	0.004310344827586207
a	ser	3	359	0.008356545961002786
a	visitar	3	359	0.008356545961002786
tu	casa	3	77	0.03896103896103896
casa	#	3	7	0.42857142857142855
se	si	3	139	0.02158273381294964
o	de	3	69	0.043478260869565216
la	he	3	284	0.01056338028169014
estos	días	3	6	0.5
el	lugar	3	224	0.013392857142857142
uno	#	3	22	0.13636363636363635
te	fue	3	158	0.0189873417721519
ya	estás	3	126	0.023809523809523808
en	realidad	3	240	0.0125
pero	lo	3	126	0.023809523809523808
me	dices	3	304	0.009868421052631578
la	ultima	3	284	0.01056338028169014
lo	pienso	3	146	0.02054794520547945
tú	ya	3	41	0.07317073170731707
$	Buenas	3	3186	0.0009416195856873823
Buenas	noches	3	3	1.0
con	eso	3	81	0.037037037037037035
eso	de	3	54	0.05555555555555555
las	vacaciones	3	74	0.04054054054054054
$	donde	3	3186	0.0009416195856873823
$	voy	3	3186	0.0009416195856873823
ahorita	#	3	18	0.16666666666666666
el	que	3	224	0.013392857142857142
que	va	3	696	0.004310344827586207
,	hasta	3	525	0.005714285714285714
pero	si	3	126	0.023809523809523808
para	empezar	3	83	0.03614457831325301
dices	que	3	7	0.42857142857142855
$	hmmmm	3	3186	0.0009416195856873823
hmmmm	#	3	3	1.0
hmmm	#	3	7	0.42857142857142855
hoy	no	3	28	0.10714285714285714
$	mañana	3	3186	0.0009416195856873823
Andrea	,	3	23	0.13043478260869565
que	crees	3	696	0.004310344827586207
a	pasar	3	359	0.008356545961002786
todos	mis	3	13	0.23076923076923078
urs	?	3	3	1.0
No	sé	3	40	0.075
,	se	3	525	0.005714285714285714
,	ahorita	3	525	0.005714285714285714
$	😭	3	3186	0.0009416195856873823
ahora	sí	3	23	0.13043478260869565
en	casa	3	240	0.0125
pero	es	3	126	0.023809523809523808
que	debería	3	696	0.004310344827586207
haciendo	tarea	3	8	0.375
lo	imaginé	3	146	0.02054794520547945
a	estudiar	3	359	0.008356545961002786
el	vídeo	3	224	0.013392857142857142
me	gustan	3	304	0.009868421052631578
$	vamos	3	3186	0.0009416195856873823
ves	?	3	6	0.5
$	nos	3	3186	0.0009416195856873823
pensar	en	3	6	0.5
,	cuando	3	525	0.005714285714285714
,	un	3	525	0.005714285714285714
rato	#	3	18	0.16666666666666666
vida	#	3	13	0.23076923076923078
idea	#	3	6	0.5
$	pura	3	3186	0.0009416195856873823
por	hacer	3	109	0.027522935779816515
clase	#	3	16	0.1875
No	,	3	40	0.075
pronto	#	3	9	0.3333333333333333
sabes	que	3	16	0.1875
$	Dicen	3	3186	0.0009416195856873823
Dicen	que	3	3	1.0
que	solo	3	696	0.004310344827586207
sure	#	3	5	0.6
acuerdo	#	3	5	0.6
what	about	3	7	0.42857142857142855
hacer	#	3	30	0.1
sueño	#	3	14	0.21428571428571427
más	tiempo	3	72	0.041666666666666664
se	los	3	139	0.02158273381294964
dejar	de	3	5	0.6
$	Mañana	3	3186	0.0009416195856873823
mala	onda	3	6	0.5
u	do	3	30	0.1
do	?	3	6	0.5
si	?	3	72	0.041666666666666664
veces	a	3	13	0.23076923076923078
que	siempre	3	696	0.004310344827586207
una	vuelta	3	84	0.03571428571428571
cómo	estás	3	12	0.25
gracias	,	3	13	0.23076923076923078
mis	sueños	3	28	0.10714285714285714
$	:)	3	3186	0.0009416195856873823
a	aprender	3	359	0.008356545961002786
Sí	#	3	6	0.5
Pero	la	3	35	0.08571428571428572
me	di	3	304	0.009868421052631578
$	Aunque	3	3186	0.0009416195856873823
$	Luego	3	3186	0.0009416195856873823
que	hiciste	3	696	0.004310344827586207
en	Pachuca	3	240	0.0125
tal	está	3	58	0.05172413793103448
por	allá	3	109	0.027522935779816515
entrar	a	3	7	0.42857142857142855
bien	que	3	62	0.04838709677419355
bastante	,	3	47	0.06382978723404255
hmm	#	3	7	0.42857142857142855
a	pesar	3	359	0.008356545961002786
pesar	de	3	4	0.75
campamento	?	3	3	1.0
$	Aún	3	3186	0.0009416195856873823
🏻	👍	3	105	0.02857142857142857
$	Un	3	3186	0.0009416195856873823
con	mucho	3	81	0.037037037037037035
así	?	3	40	0.075
pues	creo	3	33	0.09090909090909091
ya	en	3	126	0.023809523809523808
el	aeropuerto	3	224	0.013392857142857142
también	me	3	29	0.10344827586206896
what's	poppin	3	5	0.6
poppin	?	3	3	1.0
,	hace	3	525	0.005714285714285714
hace	bastante	3	29	0.10344827586206896
me	dijiste	3	304	0.009868421052631578
y	yo	3	191	0.015706806282722512
ahora	que	3	23	0.13043478260869565
un	sueño	3	108	0.027777777777777776
volver	a	3	3	1.0
a	veces	3	359	0.008356545961002786
bueno	#	3	26	0.11538461538461539
quieren	hacer	3	5	0.6
y	todo	3	191	0.015706806282722512
ti	,	3	14	0.21428571428571427
je	#	3	3	1.0
que	estaba	3	696	0.004310344827586207
how	u	3	5	0.6
$	Vídeo	3	3186	0.0009416195856873823
Vídeo	#	3	3	1.0
pfp	#	3	4	0.75
$	Algo	3	3186	0.0009416195856873823
ha	de	3	14	0.21428571428571427
lo	mejor	3	146	0.02054794520547945
i	see	3	15	0.2
todas	las	3	11	0.2727272727272727
$	🤙	3	3186	0.0009416195856873823
por	mi	3	109	0.027522935779816515
cómo	te	3	12	0.25
me	estoy	3	304	0.009868421052631578
q	tal	3	21	0.14285714285714285
Hace	rato	3	6	0.5
cdmx	#	3	7	0.42857142857142855
Te	gusta	3	15	0.2
😭	😭	3	13	0.23076923076923078
cdmx	?	3	7	0.42857142857142855
q	te	3	21	0.14285714285714285
algo	bien	3	46	0.06521739130434782
a	donde	3	359	0.008356545961002786
☝	🏻	3	3	1.0
ola	ola	3	10	0.3
$	Interesante	2	3186	0.0006277463904582549
de	México	2	499	0.004008016032064128
$	¿	2	3186	0.0006277463904582549
¿	Qué	2	3	0.6666666666666666
clase	de	2	16	0.125
de	música	2	499	0.004008016032064128
$	Hey	2	3186	0.0006277463904582549
Hey	#	2	2	1.0
por	fortuna	2	109	0.01834862385321101
fortuna	#	2	3	0.6666666666666666
estás	haciendo	2	34	0.058823529411764705
sabía	que	2	5	0.4
que	pedo	2	696	0.0028735632183908046
hace	una	2	29	0.06896551724137931
el	profe	2	224	0.008928571428571428
Así	que	2	10	0.2
$	Nomás	2	3186	0.0006277463904582549
no	jaja	2	341	0.005865102639296188
$	Puras	2	3186	0.0006277463904582549
que	nada	2	696	0.0028735632183908046
escuela	jaja	2	24	0.08333333333333333
,	cuéntame	2	525	0.0038095238095238095
,	buena	2	525	0.0038095238095238095
$	Vale	2	3186	0.0006277463904582549
Vale	#	2	2	1.0
de	dónde	2	499	0.004008016032064128
luego	me	2	10	0.2
realmente	es	2	22	0.09090909090909091
😔	✌	2	13	0.15384615384615385
no	tanto	2	341	0.005865102639296188
hecho	de	2	13	0.15384615384615385
el	Oxxo	2	224	0.008928571428571428
$	Fue	2	3186	0.0006277463904582549
la	pena	2	284	0.007042253521126761
Pero	ya	2	35	0.05714285714285714
lo	dejé	2	146	0.0136986301369863
este	año	2	7	0.2857142857142857
me	daban	2	304	0.006578947368421052
daban	ganas	2	4	0.5
pero	pues	2	126	0.015873015873015872
pues	pasó	2	33	0.06060606060606061
:0	,	2	7	0.2857142857142857
no	daba	2	341	0.005865102639296188
una	xd	2	84	0.023809523809523808
,	siento	2	525	0.0038095238095238095
En	el	2	17	0.11764705882352941
rato	te	2	18	0.1111111111111111
te	cuento	2	158	0.012658227848101266
mucho	a	2	47	0.0425531914893617
Swans	,	2	2	1.0
muy	buenos	2	65	0.03076923076923077
la	música	2	284	0.007042253521126761
su	álbum	2	12	0.16666666666666666
ya	lo	2	126	0.015873015873015872
$	Buen	2	3186	0.0006277463904582549
trabajo	en	2	9	0.2222222222222222
el	bajo	2	224	0.008928571428571428
bajo	y	2	4	0.5
a	lo	2	359	0.005571030640668524
canción	de	2	3	0.6666666666666666
de	nuevo	2	499	0.004008016032064128
una	nueva	2	84	0.023809523809523808
las	3	2	74	0.02702702702702703
pocas	veces	2	4	0.5
veces	,	2	13	0.15384615384615385
gusta	mucho	2	23	0.08695652173913043
ahí	,	2	13	0.15384615384615385
,	quizas	2	525	0.0038095238095238095
tenga	que	2	3	0.6666666666666666
hace	como	2	29	0.06896551724137931
año	y	2	6	0.3333333333333333
y	medio	2	191	0.010471204188481676
y	pensé	2	191	0.010471204188481676
ver	como	2	38	0.05263157894736842
aquí	ando	2	12	0.16666666666666666
después	jaja	2	14	0.14285714285714285
verdad	no	2	24	0.08333333333333333
que	ahora	2	696	0.0028735632183908046
gusta	más	2	23	0.08695652173913043
facebook	#	2	2	1.0
ver	videos	2	38	0.05263157894736842
daría	cosa	2	3	0.6666666666666666
cosa	#	2	6	0.3333333333333333
$	perdón	2	3186	0.0006277463904582549
perdón	,	2	3	0.6666666666666666
sino	que	2	5	0.4
Chale	#	2	3	0.6666666666666666
sirve	para	2	3	0.6666666666666666
planes	tienes	2	7	0.2857142857142857
tienes	para	2	33	0.06060606060606061
Me	imagino	2	31	0.06451612903225806
no	tienes	2	341	0.005865102639296188
tienes	clases	2	33	0.06060606060606061
mucho	de	2	47	0.0425531914893617
de	#	2	499	0.004008016032064128
que	sale	2	696	0.0028735632183908046
algo	interesante	2	46	0.043478260869565216
suelen	decirme	2	3	0.6666666666666666
y	las	2	191	0.010471204188481676
solo	me	2	28	0.07142857142857142
me	llama	2	304	0.006578947368421052
llama	la	2	11	0.18181818181818182
la	atención	2	284	0.007042253521126761
$	Como	2	3186	0.0006277463904582549
me	refiero	2	304	0.006578947368421052
que	prefieres	2	696	0.0028735632183908046
$	Vamos	2	3186	0.0006277463904582549
Vamos	a	2	2	1.0
una	experiencia	2	84	0.023809523809523808
extraña	,	2	2	1.0
como	si	2	93	0.021505376344086023
no	eres	2	341	0.005865102639296188
lo	siento	2	146	0.0136986301369863
me	dan	2	304	0.006578947368421052
dan	ganas	2	3	0.6666666666666666
como	es	2	93	0.021505376344086023
$	ha	2	3186	0.0006277463904582549
,	ese	2	525	0.0038095238095238095
ese	es	2	20	0.1
$	same	2	3186	0.0006277463904582549
varias	cosas	2	5	0.4
se	prestan	2	139	0.014388489208633094
para	hacer	2	83	0.024096385542168676
un	programa	2	108	0.018518518518518517
maybe	#	2	4	0.5
toda	mi	2	9	0.2222222222222222
mi	vida	2	92	0.021739130434782608
que	mi	2	696	0.0028735632183908046
está	cerca	2	40	0.05
pena	👉	2	9	0.2222222222222222
tú	me	2	41	0.04878048780487805
$	Jsjsjs	2	3186	0.0006277463904582549
Jsjsjs	#	2	2	1.0
Vaya	,	2	6	0.3333333333333333
solo	tengo	2	28	0.07142857142857142
Yo	también	2	32	0.0625
,	dos	2	525	0.0038095238095238095
años	#	2	6	0.3333333333333333
can	imagine	2	3	0.6666666666666666
imagine	#	2	2	1.0
nunca	te	2	9	0.2222222222222222
íbamos	a	2	2	1.0
,	te	2	525	0.0038095238095238095
veces	#	2	13	0.15384615384615385
que	para	2	696	0.0028735632183908046
de	ahí	2	499	0.004008016032064128
ahí	me	2	13	0.15384615384615385
el	primer	2	224	0.008928571428571428
si	gustas	2	72	0.027777777777777776
$	😔	2	3186	0.0006277463904582549
$	how's	2	3186	0.0006277463904582549
how's	it	2	2	1.0
Vaya	...	2	6	0.3333333333333333
próxima	semana	2	2	1.0
semana	,	2	22	0.09090909090909091
calculo	#	2	4	0.5
carrera	?	2	4	0.5
$	principalmente	2	3186	0.0006277463904582549
escuelas	del	2	2	1.0
del	poli	2	35	0.05714285714285714
poli	#	2	3	0.6666666666666666
industrial	#	2	2	1.0
$	nicee	2	3186	0.0006277463904582549
nicee	#	2	2	1.0
ninguna	#	2	2	1.0
atención	#	2	4	0.5
trabajar	?	2	2	1.0
bien	claro	2	62	0.03225806451612903
that	xd	2	6	0.3333333333333333
,	quieres	2	525	0.0038095238095238095
mejor	el	2	25	0.08
debe	ser	2	4	0.5
muy	bonito	2	65	0.03076923076923077
y	más	2	191	0.010471204188481676
$	afortunadamente	2	3186	0.0006277463904582549
$	aquí	2	3186	0.0006277463904582549
siento	#	2	11	0.18181818181818182
$	hubiera	2	3186	0.0006277463904582549
hubiera	estado	2	5	0.4
de	no	2	499	0.004008016032064128
con	quien	2	81	0.024691358024691357
otro	lado	2	5	0.4
😫	#	2	5	0.4
debería	de	2	9	0.2222222222222222
ya	pasó	2	126	0.015873015873015872
pasó	la	2	10	0.2
$	aqui	2	3186	0.0006277463904582549
ando	#	2	12	0.16666666666666666
un	desmadre	2	108	0.018518518518518517
uso	de	2	4	0.5
podría	ser	2	4	0.5
ser	#	2	24	0.08333333333333333
de	como	2	499	0.004008016032064128
hacer	?	2	30	0.06666666666666667
$	uno	2	3186	0.0006277463904582549
supone	#	2	5	0.4
sé	como	2	31	0.06451612903225806
hacerlo	#	2	4	0.5
$	hows	2	3186	0.0006277463904582549
hows	it	2	2	1.0
$	sick	2	3186	0.0006277463904582549
sick	#	2	3	0.6666666666666666
no	soy	2	341	0.005865102639296188
por	culpa	2	109	0.01834862385321101
casi	siempre	2	12	0.16666666666666666
de	8	2	499	0.004008016032064128
horas	libres	2	8	0.25
de	12	2	499	0.004008016032064128
12	a	2	5	0.4
$	Nope	2	3186	0.0006277463904582549
Nope	#	2	2	1.0
al	de	2	49	0.04081632653061224
$	Debería	2	3186	0.0006277463904582549
que	dijo	2	696	0.0028735632183908046
$	Eres	2	3186	0.0006277463904582549
que	sea	2	696	0.0028735632183908046
Por	qué	2	11	0.18181818181818182
Y	el	2	26	0.07692307692307693
Y	me	2	26	0.07692307692307693
que	veas	2	696	0.0028735632183908046
y	terminé	2	191	0.010471204188481676
$	So	2	3186	0.0006277463904582549
me	#	2	304	0.006578947368421052
he	sido	2	47	0.0425531914893617
$	Soy	2	3186	0.0006277463904582549
Hace	poco	2	6	0.3333333333333333
Así	mero	2	10	0.2
eso	me	2	54	0.037037037037037035
me	ví	2	304	0.006578947368421052
rico	,	2	5	0.4
pero	más	2	126	0.015873015873015872
más	difícil	2	72	0.027777777777777776
hacer	de	2	30	0.06666666666666667
A	punto	2	23	0.08695652173913043
look	cute	2	3	0.6666666666666666
Que	harás	2	49	0.04081632653061224
harás	en	2	4	0.5
$	Tampoco	2	3186	0.0006277463904582549
Voy	a	2	3	0.6666666666666666
pasarla	con	2	3	0.6666666666666666
papá	#	2	4	0.5
6	de	2	7	0.2857142857142857
fecha	de	2	6	0.3333333333333333
cumpleaños	?	2	3	0.6666666666666666
que	un	2	696	0.0028735632183908046
te	voy	2	158	0.012658227848101266
las	personas	2	74	0.02702702702702703
Pero	el	2	35	0.05714285714285714
👌	🏻	2	3	0.6666666666666666
fotos	de	2	3	0.6666666666666666
viaje	,	2	4	0.5
mucho	jajaja	2	47	0.0425531914893617
,	ví	2	525	0.0038095238095238095
es	aquí	2	166	0.012048192771084338
aquí	,	2	12	0.16666666666666666
clima	#	2	3	0.6666666666666666
estás	,	2	34	0.058823529411764705
al	rato	2	49	0.04081632653061224
muy	mala	2	65	0.03076923076923077
poker	con	2	3	0.6666666666666666
uno	para	2	22	0.09090909090909091
no	nos	2	341	0.005865102639296188
feo	xd	2	9	0.2222222222222222
""""	:(	2	57	0.03508771929824561
pretty	much	2	2	1.0
much	#	2	2	1.0
$	bad	2	3186	0.0006277463904582549
ending	#	2	2	1.0
$	vale	2	3186	0.0006277463904582549
FB	#	2	2	1.0
?	o	2	611	0.0032733224222585926
o	no	2	69	0.028985507246376812
$	nomás	2	3186	0.0006277463904582549
Al	rato	2	4	0.5
will	#	2	2	1.0
$	0_0	2	3186	0.0006277463904582549
0_0	#	2	2	1.0
valor	#	2	2	1.0
las	arañas	2	74	0.02702702702702703
$	Cuentaaa	2	3186	0.0006277463904582549
puede	ser	2	7	0.2857142857142857
cuando	tiene	2	47	0.0425531914893617
tuve	una	2	8	0.25
con	una	2	81	0.024691358024691357
una	araña	2	84	0.023809523809523808
hecho	#	2	13	0.15384615384615385
que	había	2	696	0.0028735632183908046
grande	de	2	5	0.4
además	de	2	5	0.4
había	una	2	12	0.16666666666666666
de	ropa	2	499	0.004008016032064128
la	ropa	2	284	0.007042253521126761
de	agua	2	499	0.004008016032064128
sacar	#	2	5	0.4
que	las	2	696	0.0028735632183908046
mejor	la	2	25	0.08
una	película	2	84	0.023809523809523808
mañana	#	2	11	0.18181818181818182
mandé	a	2	2	1.0
pero	nada	2	126	0.015873015873015872
tuve	#	2	8	0.25
que	flojera	2	696	0.0028735632183908046
está	feo	2	40	0.05
$	yap	2	3186	0.0006277463904582549
ya	debería	2	126	0.015873015873015872
que	tengo	2	696	0.0028735632183908046
tengo	la	2	45	0.044444444444444446
$	Saca	2	3186	0.0006277463904582549
que	vamos	2	696	0.0028735632183908046
 	a	2	9	0.2222222222222222
dumb	#	2	2	1.0
no	tenía	2	341	0.005865102639296188
al	centro	2	49	0.04081632653061224
te	digo	2	158	0.012658227848101266
que	soy	2	696	0.0028735632183908046
$	dale	2	3186	0.0006277463904582549
$	dos	2	3186	0.0006277463904582549
y	un	2	191	0.010471204188481676
juego	,	2	9	0.2222222222222222
pensé	que	2	3	0.6666666666666666
que	iba	2	696	0.0028735632183908046
te	los	2	158	0.012658227848101266
me	dejan	2	304	0.006578947368421052
comiste	?	2	2	1.0
una	clase	2	84	0.023809523809523808
se	dice	2	139	0.014388489208633094
alemán	#	2	2	1.0
$	Debe	2	3186	0.0006277463904582549
ngl	#	2	2	1.0
horrible	#	2	5	0.4
culpa	de	2	3	0.6666666666666666
le	gusta	2	32	0.0625
$	buenas	2	3186	0.0006277463904582549
De	que	2	6	0.3333333333333333
$	siempre	2	3186	0.0006277463904582549
he	tenido	2	47	0.0425531914893617
tipo	de	2	3	0.6666666666666666
nunca	lo	2	9	0.2222222222222222
semana	pasada	2	22	0.09090909090909091
$	ta	2	3186	0.0006277463904582549
toca	#	2	8	0.25
?	que	2	611	0.0032733224222585926
le	pasó	2	32	0.0625
a	,	2	359	0.005571030640668524
,	my	2	525	0.0038095238095238095
my	bad	2	6	0.3333333333333333
la	clase	2	284	0.007042253521126761
yo	soy	2	86	0.023255813953488372
soy	el	2	19	0.10526315789473684
dice	""""	2	9	0.2222222222222222
""""	en	2	57	0.03508771929824561
maestra	xd	2	2	1.0
aunque	ya	2	11	0.18181818181818182
mañana	,	2	11	0.18181818181818182
y	terminas	2	191	0.010471204188481676
terminas	siendo	2	2	1.0
te	invito	2	158	0.012658227848101266
invito	a	2	4	0.5
3	#	2	10	0.2
mi	cuarto	2	92	0.021739130434782608
poner	a	2	8	0.25
un	examen	2	108	0.018518518518518517
parcial	no	2	4	0.5
calculo	,	2	4	0.5
quien	te	2	13	0.15384615384615385
materia	?	2	2	1.0
bajó	el	2	3	0.6666666666666666
muy	chill	2	65	0.03076923076923077
ya	viste	2	126	0.015873015873015872
Más	o	2	4	0.5
,	es	2	525	0.0038095238095238095
fecha	#	2	6	0.3333333333333333
$	toca	2	3186	0.0006277463904582549
dormir	?	2	8	0.25
$	gn	2	3186	0.0006277463904582549
$	im	2	3186	0.0006277463904582549
im	in	2	3	0.6666666666666666
tho	?	2	9	0.2222222222222222
ha	sido	2	14	0.14285714285714285
cabeza	#	2	2	1.0
