Term 1	Term 2	Frequency of Bigram	Frequency of context	Conditional Probability of Bigram
ingeniería	hermano	1	2	0.5
hay	2	1	15	0.06666666666666667
la	2152	1	108	0.009259259259259259
2152	#	1	1	1.0
$	zzz	1	1206	0.0008291873963515755
zzz	#	1	1	1.0
hiciste	las	1	9	0.1111111111111111
las	horas	1	33	0.030303030303030304
horas	con	1	1	1.0
con	varias	1	47	0.02127659574468085
varias	regex	1	3	0.3333333333333333
regex	?	1	3	0.3333333333333333
te	salió	1	74	0.013513513513513514
salió	con	1	2	0.5
una	?	1	19	0.05263157894736842
llevar	tu	1	3	0.3333333333333333
tu	lap	1	25	0.04
lap	mañana	1	4	0.25
mañana	?	1	14	0.07142857142857142
para	comparar	1	38	0.02631578947368421
comparar	a	1	1	1.0
a	gusto	1	119	0.008403361344537815
gusto	#	1	1	1.0
te	faltan	1	74	0.013513513513513514
faltan	en	1	4	0.25
en	todas	1	76	0.013157894736842105
todas	lol	1	2	0.5
ps	al	1	9	0.1111111111111111
al	que	1	39	0.02564102564102564
le	faltan	1	23	0.043478260869565216
faltan	es	1	4	0.25
es	a	1	64	0.015625
una	más	1	19	0.05263157894736842
más	que	1	16	0.0625
tú	en	1	7	0.14285714285714285
en	#	1	76	0.013157894736842105
$	todas	1	1206	0.0008291873963515755
todas	#	1	2	0.5
por	ahí	1	22	0.045454545454545456
ahí	del	1	11	0.09090909090909091
del	miércoles	1	26	0.038461538461538464
miércoles	#	1	2	0.5
o	cuando	1	26	0.038461538461538464
cuando	salga	1	8	0.125
salga	la	1	2	0.5
la	convocatoria	1	108	0.009259259259259259
convocatoria	#	1	1	1.0
pasa	tu	1	3	0.3333333333333333
tu	regex	1	25	0.04
regex	de	1	3	0.3333333333333333
los	emojis	1	27	0.037037037037037035
$	😂	1	1206	0.0008291873963515755
😂	😜	1	1	1.0
😜	#	1	1	1.0
$	🤯	1	1206	0.0008291873963515755
🤯	#	1	1	1.0
mamar	#	1	2	0.5
$	"r""[\U0001F600-\U0001F64F\U0001F300-\U0001F5FF\U0001F680-\U0001F6FF\U0001F1E0-\U0001F1FF\U00002702-\U000027B0\U000024C2-\U0001F251\U0001F900-\U0001F9FF\U0001FA70-\U0001FAFF\U00002600-\U000026FF\U00002B50-\U00002B55]|\U0001F1E6-\U0001F1FF|\U0000FE0F"	1	1206	0.0008291873963515755
"r""[\U0001F600-\U0001F64F\U0001F300-\U0001F5FF\U0001F680-\U0001F6FF\U0001F1E0-\U0001F1FF\U00002702-\U000027B0\U000024C2-\U0001F251\U0001F900-\U0001F9FF\U0001FA70-\U0001FAFF\U00002600-\U000026FF\U00002B50-\U00002B55]|\U0001F1E6-\U0001F1FF|\U0000FE0F"	]	1	1	1.0
]	""""	1	3	0.3333333333333333
te	quedó	1	74	0.013513513513513514
quedó	así	1	5	0.2
nomás	dime	1	8	0.125
dime	eso	1	7	0.14285714285714285
si	acaso	1	64	0.015625
acaso	el	1	2	0.5
el	chat	1	127	0.007874015748031496
chat	gpt	1	2	0.5
gpt	fue	1	1	1.0
el	que	1	127	0.007874015748031496
que	resolvió	1	211	0.004739336492890996
resolvió	we	1	1	1.0
no	nos	1	161	0.006211180124223602
nos	hagamos	1	17	0.058823529411764705
hagamos	pendejos	1	1	1.0
pendejos	#	1	1	1.0
$	eh	1	1206	0.0008291873963515755
eh	#	1	1	1.0
parece	ser	1	7	0.14285714285714285
que	agarra	1	211	0.004739336492890996
agarra	y	1	1	1.0
es	es	1	64	0.015625
como	un	1	25	0.04
un	caracter	1	20	0.05
caracter	invisible	1	2	0.5
invisible	que	1	1	1.0
se	pone	1	43	0.023255813953488372
pone	después	1	1	1.0
de	algunos	1	157	0.006369426751592357
algunos	emojis	1	1	1.0
ps	obvio	1	9	0.1111111111111111
obvio	we	1	2	0.5
si	resuelvo	1	64	0.015625
resuelvo	#	1	1	1.0
no	como	1	161	0.006211180124223602
como	otros	1	25	0.04
otros	#	1	1	1.0
se	arregla	1	43	0.023255813953488372
arregla	con	1	1	1.0
un	negative	1	20	0.05
negative	lookahead	1	1	1.0
lookahead	#	1	1	1.0
$	(	1	1206	0.0008291873963515755
(	?	1	3	0.3333333333333333
?	!	1	133	0.007518796992481203
!	[	1	11	0.09090909090909091
[	\uFE0F\u200D\u1F3FB-\u1F3FF	1	2	0.5
\uFE0F\u200D\u1F3FB-\u1F3FF	]	1	1	1.0
]	)	1	3	0.3333333333333333
)	'	1	2	0.5
'	#	1	1	1.0
para	quitar	1	38	0.02631578947368421
quitar	los	1	1	1.0
los	modificadores	1	27	0.037037037037037035
modificadores	de	1	1	1.0
de	tono	1	157	0.006369426751592357
tono	de	1	1	1.0
de	piel	1	157	0.006369426751592357
piel	,	1	1	1.0
que	suelen	1	211	0.004739336492890996
suelen	mostrarse	1	1	1.0
mostrarse	como	1	1	1.0
como	caracteres	1	25	0.04
caracteres	invisibles	1	1	1.0
invisibles	#	1	1	1.0
$	emojiRe	1	1206	0.0008291873963515755
emojiRe	=	1	1	1.0
=	re.compile	1	1	1.0
re.compile	(	1	1	1.0
(	#	1	3	0.3333333333333333
$	lab	1	1206	0.0008291873963515755
lab	de	1	3	0.3333333333333333
de	android	1	157	0.006369426751592357
o	quieres	1	26	0.038461538461538464
quieres	hoy	1	6	0.16666666666666666
hoy	?	1	8	0.125
perdón	es	1	4	0.25
que	dejé	1	211	0.004739336492890996
dejé	mi	1	1	1.0
mi	cel	1	25	0.04
cel	#	1	1	1.0
la	lap	1	108	0.009259259259259259
lap	y	1	4	0.25
el	internet	1	127	0.007874015748031496
internet	de	1	1	1.0
la	escuela	1	108	0.009259259259259259
escuela	#	1	1	1.0
te	vas	1	74	0.013513513513513514
llevar	una	1	3	0.3333333333333333
una	sorpresa	1	19	0.05263157894736842
sorpresa	cuando	1	1	1.0
cuando	llegues	1	8	0.125
llegues	#	1	1	1.0
$	jijijija	1	1206	0.0008291873963515755
jijijija	#	1	1	1.0
contesta	tu	1	5	0.2
tío	padrino	1	2	0.5
padrino	#	1	1	1.0
cómo	tú	1	4	0.25
tú	#	1	7	0.14285714285714285
eso	me	1	28	0.03571428571428571
me	quieres	1	61	0.01639344262295082
quieres	decir	1	6	0.16666666666666666
decir	?	1	6	0.16666666666666666
$	dale	1	1206	0.0008291873963515755
dale	una	1	1	1.0
una	checada	1	19	0.05263157894736842
checada	a	1	1	1.0
como	harías	1	25	0.04
harías	eso	1	2	0.5
para	discutir	1	38	0.02631578947368421
discutir	mañana	1	1	1.0
mañana	el	1	14	0.07142857142857142
el	horario	1	127	0.007874015748031496
horario	#	1	2	0.5
en	realidad	1	76	0.013157894736842105
realidad	no	1	2	0.5
entregar	nada	1	2	0.5
si	tienes	1	64	0.015625
tienes	ganas	1	10	0.1
ganas	xd	1	2	0.5
está	facil	1	21	0.047619047619047616
esa	es	1	9	0.1111111111111111
una	forma	1	19	0.05263157894736842
forma	muy	1	3	0.3333333333333333
muy	cabrona	1	4	0.25
cabrona	de	1	1	1.0
le	sabes	1	23	0.043478260869565216
$	algo	1	1206	0.0008291873963515755
ando	#	1	12	0.08333333333333333
se	acabó	1	43	0.023255813953488372
acabó	la	1	1	1.0
la	clase	1	108	0.009259259259259259
clase	#	1	4	0.25
de	chill	1	157	0.006369426751592357
chill	#	1	1	1.0
$	vamos	1	1206	0.0008291873963515755
la	café	1	108	0.009259259259259259
café	we	1	2	0.5
quiero	una	1	7	0.14285714285714285
una	dona	1	19	0.05263157894736842
dona	#	1	1	1.0
$	café	1	1206	0.0008291873963515755
café	de	1	2	0.5
de	calcetín	1	157	0.006369426751592357
calcetín	#	1	1	1.0
$	hasta	1	1206	0.0008291873963515755
hasta	ahora	1	7	0.14285714285714285
ahora	vi	1	8	0.125
que	ganó	1	211	0.004739336492890996
ganó	el	1	2	0.5
el	mónaco	1	127	0.007874015748031496
mónaco	#	1	1	1.0
que	ocupas	1	211	0.004739336492890996
ocupas	?	1	1	1.0
$	quieres	1	1206	0.0008291873963515755
quieres	hacer	1	6	0.16666666666666666
hacer	un	1	11	0.09090909090909091
un	scrap	1	20	0.05
scrap	ahorita	1	1	1.0
ahorita	y	1	15	0.06666666666666667
y	comparamos	1	65	0.015384615384615385
comparamos	las	1	1	1.0
las	salidas	1	33	0.030303030303030304
salidas	?	1	1	1.0
ya	comparé	1	73	0.0136986301369863
comparé	con	1	1	1.0
con	Ada	1	47	0.02127659574468085
Ada	y	1	2	0.5
nos	sale	1	17	0.058823529411764705
sale	lo	1	2	0.5
mismo	#	1	5	0.2
de	cualquier	1	157	0.006369426751592357
cualquier	forma	1	1	1.0
forma	a	1	3	0.3333333333333333
10	pm	1	7	0.14285714285714285
pm	vamos	1	1	1.0
estar	comparando	1	7	0.14285714285714285
comparando	todos	1	1	1.0
todos	los	1	6	0.16666666666666666
los	días	1	27	0.037037037037037035
días	para	1	1	1.0
mejor	te	1	8	0.125
paso	mi	1	2	0.5
mi	csv	1	25	0.04
csv	#	1	2	0.5
también	ejecutartelo	1	8	0.125
ejecutartelo	#	1	1	1.0
mejor	deja	1	8	0.125
deja	prendida	1	2	0.5
prendida	la	1	1	1.0
la	compu	1	108	0.009259259259259259
compu	#	1	1	1.0
el	task	1	127	0.007874015748031496
task	scheduler	1	1	1.0
scheduler	#	1	1	1.0
ps	mejor	1	9	0.1111111111111111
mejor	nada	1	8	0.125
4	en	1	4	0.25
en	jornada	1	76	0.013157894736842105
jornada	#	1	1	1.0
$	2	1	1206	0.0008291873963515755
en	expansion	1	76	0.013157894736842105
expansion	#	1	1	1.0
ada	confirma	1	10	0.1
confirma	#	1	1	1.0
ha	de	1	4	0.25
está	contando	1	21	0.047619047619047616
contando	la	1	1	1.0
los	encabezados	1	27	0.037037037037037035
encabezados	en	1	1	1.0
en	su	1	76	0.013157894736842105
su	csv	1	6	0.16666666666666666
csv	we	1	2	0.5
nada	we	1	11	0.09090909090909091
que	harías	1	211	0.004739336492890996
harías	sin	1	2	0.5
que	estabas	1	211	0.004739336492890996
estabas	mal	1	1	1.0
a	veces	1	119	0.008403361344537815
veces	es	1	1	1.0
todo	bot	1	15	0.06666666666666667
bot	#	1	1	1.0
verga	,	1	9	0.1111111111111111
,	perdón	1	76	0.013157894736842105
perdón	#	1	4	0.25
ando	grosero	1	12	0.08333333333333333
grosero	#	1	1	1.0
sí	te	1	16	0.0625
pasar	#	1	6	0.16666666666666666
pero	esa	1	44	0.022727272727272728
esa	actitud	1	9	0.1111111111111111
actitud	arrogante	1	1	1.0
arrogante	no	1	1	1.0
me	gusta	1	61	0.01639344262295082
gusta	nada	1	1	1.0
cuantos	te	1	2	0.5
salieron	we	1	2	0.5
osea	24	1	2	0.5
nuevos	?	1	2	0.5
no	sabía	1	161	0.006211180124223602
sabía	que	1	1	1.0
te	habían	1	74	0.013513513513513514
habían	salido	1	2	0.5
salido	119	1	1	1.0
119	al	1	1	1.0
al	principio	1	39	0.02564102564102564
principio	#	1	2	0.5
con	eso	1	47	0.02127659574468085
eso	de	1	28	0.03571428571428571
lo	tenías	1	74	0.013513513513513514
tenías	todo	1	3	0.3333333333333333
todo	mal	1	15	0.06666666666666667
que	bueno	1	211	0.004739336492890996
bueno	que	1	18	0.05555555555555555
te	ayudé	1	74	0.013513513513513514
ayudé	a	1	1	1.0
a	corregirlo	1	119	0.008403361344537815
corregirlo	anoche	1	1	1.0
anoche	#	1	1	1.0
$	buena	1	1206	0.0008291873963515755
buena	noche	1	1	1.0
noche	compañero	1	3	0.3333333333333333
solo	24	1	16	0.0625
nuevos	#	1	2	0.5
paso	el	1	2	0.5
el	markdown	1	127	0.007874015748031496
markdown	🫡	1	1	1.0
🫡	#	1	1	1.0
luego	te	1	4	0.25
te	explico	1	74	0.013513513513513514
explico	las	1	1	1.0
cosas	que	1	6	0.16666666666666666
que	vimos	1	211	0.004739336492890996
vimos	hoy	1	1	1.0
$	estuvo	1	1206	0.0008291873963515755
estuvo	interesante	1	1	1.0
interesante	#	1	1	1.0
$	esta	1	1206	0.0008291873963515755
esta	no	1	5	0.2
te	la	1	74	0.013513513513513514
la	puedes	1	108	0.009259259259259259
puedes	perder	1	2	0.5
perder	cawn	1	1	1.0
sea	pierdete	1	4	0.25
pierdete	de	1	1	1.0
otras	que	1	3	0.3333333333333333
que	tienes	1	211	0.004739336492890996
tienes	de	1	10	0.1
de	relleno	1	157	0.006369426751592357
relleno	#	1	1	1.0
we	pero	1	108	0.009259259259259259
pero	ocupamos	1	44	0.022727272727272728
ocupamos	saber	1	1	1.0
q	hacer	1	17	0.058823529411764705
hacer	para	1	11	0.09090909090909091
sea	de	1	4	0.25
de	3	1	157	0.006369426751592357
$	41	1	1206	0.0008291873963515755
41	nuevas	1	1	1.0
nuevas	?	1	2	0.5
$	223	1	1206	0.0008291873963515755
223	en	1	1	1.0
en	total	1	76	0.013157894736842105
total	?	1	1	1.0
we	💀	1	108	0.009259259259259259
es	lab	1	64	0.015625
$	mamaste	1	1206	0.0008291873963515755
mamaste	#	1	1	1.0
lista	#	1	4	0.25
ya	sabes	1	73	0.0136986301369863
pero	después	1	44	0.022727272727272728
después	del	1	4	0.25
del	pase	1	26	0.038461538461538464
pase	de	1	2	0.5
de	lista	1	157	0.006369426751592357
we	piensa	1	108	0.009259259259259259
piensa	que	1	1	1.0
que	todos	1	211	0.004739336492890996
todos	llegamos	1	6	0.16666666666666666
llegamos	en	1	1	1.0
en	carro	1	76	0.013157894736842105
carro	#	1	1	1.0
$	kkkkkkkk	1	1206	0.0008291873963515755
kkkkkkkk	#	1	1	1.0
$	dices	1	1206	0.0008291873963515755
dices	puras	1	5	0.2
puras	mamadas	1	1	1.0
mamadas	we	1	1	1.0
mi	no	1	25	0.04
me	vas	1	61	0.01639344262295082
decir	zorra	1	6	0.16666666666666666
zorra	#	1	1	1.0
dime	patron	1	7	0.14285714285714285
patron	#	1	1	1.0
no	no	1	161	0.006211180124223602
te	guardo	1	74	0.013513513513513514
guardo	tu	1	1	1.0
tu	lugar	1	25	0.04
lugar	#	1	1	1.0
$	pendejo	1	1206	0.0008291873963515755
falta	pilin	1	14	0.07142857142857142
pilin	we	1	1	1.0
$	estas	1	1206	0.0008291873963515755
estas	bien	1	1	1.0
gato	we	1	2	0.5
pero	mal	1	44	0.022727272727272728
de	respeto	1	157	0.006369426751592357
respeto	#	1	2	0.5
lo	digo	1	74	0.013513513513513514
digo	yo	1	7	0.14285714285714285
$	why	1	1206	0.0008291873963515755
why	would	1	1	1.0
would	I	1	1	1.0
I	do	1	2	0.5
do	that	1	1	1.0
that	?	1	1	1.0
que	llegaste	1	211	0.004739336492890996
llegaste	tarde	1	1	1.0
tarde	#	1	3	0.3333333333333333
hacer	eso	1	11	0.09090909090909091
eso	hasta	1	28	0.03571428571428571
domingo	we	1	3	0.3333333333333333
porque	son	1	7	0.14285714285714285
son	muy	1	4	0.25
muy	pocas	1	4	0.25
pocas	noticias	1	1	1.0
noticias	#	1	1	1.0
cambiar	#	1	2	0.5
$	preguntale	1	1206	0.0008291873963515755
preguntale	al	1	1	1.0
Emilio	o	1	2	0.5
o	al	1	26	0.038461538461538464
que	hasta	1	211	0.004739336492890996
domingo	y	1	3	0.3333333333333333
la	entrega	1	108	0.009259259259259259
entrega	el	1	1	1.0
si	hubieras	1	64	0.015625
hubieras	llegado	1	3	0.3333333333333333
llegado	temprano	1	3	0.3333333333333333
temprano	,	1	3	0.3333333333333333
lo	hubieras	1	74	0.013513513513513514
hubieras	podido	1	3	0.3333333333333333
podido	comentar	1	1	1.0
comentar	#	1	1	1.0
te	agarras	1	74	0.013513513513513514
agarras	de	1	1	1.0
los	huevos	1	27	0.037037037037037035
huevos	y	1	2	0.5
te	haces	1	74	0.013513513513513514
haces	responsable	1	2	0.5
responsable	#	1	2	0.5
$	cabrón	1	1206	0.0008291873963515755
cabrón	#	1	1	1.0
te	habrías	1	74	0.013513513513513514
habrías	enterado	1	1	1.0
enterado	de	1	1	1.0
de	haber	1	157	0.006369426751592357
haber	llegado	1	1	1.0
llegado	#	1	3	0.3333333333333333
ni	en	1	13	0.07692307692307693
en	pedo	1	76	0.013157894736842105
por	irrespetuoso	1	22	0.045454545454545456
irrespetuoso	#	1	1	1.0
pues	le	1	26	0.038461538461538464
le	vas	1	23	0.043478260869565216
hacer	tu	1	11	0.09090909090909091
tu	no	1	25	0.04
no	pregunta	1	161	0.006211180124223602
pregunta	a	1	3	0.3333333333333333
alguien	más	1	2	0.5
más	we	1	16	0.0625
$	318	1	1206	0.0008291873963515755
318	#	1	1	1.0
$	ayer	1	1206	0.0008291873963515755
ayer	solo	1	2	0.5
solo	bajaron	1	16	0.0625
bajaron	#	1	1	1.0
$	12	1	1206	0.0008291873963515755
$	les	1	1206	0.0008291873963515755
les	dieron	1	4	0.25
dieron	el	1	1	1.0
el	puente	1	127	0.007874015748031496
puente	kkk	1	1	1.0
$	trae	1	1206	0.0008291873963515755
trae	más	1	3	0.3333333333333333
ahh	smn	1	3	0.3333333333333333
perdón	,	1	4	0.25
,	conté	1	76	0.013157894736842105
conté	la	1	1	1.0
de	titulos	1	157	0.006369426751592357
titulos	#	1	1	1.0
le	acabas	1	23	0.043478260869565216
acabas	de	1	1	1.0
decir	pendejo	1	6	0.16666666666666666
pendejo	al	1	9	0.1111111111111111
Emilio	?	1	2	0.5
$	22	1	1206	0.0008291873963515755
22	nuevas	1	1	1.0
nuevas	#	1	2	0.5
$	339	1	1206	0.0008291873963515755
339	#	1	1	1.0
$	semanita	1	1206	0.0008291873963515755
semanita	de	1	1	1.0
de	vacaciones	1	157	0.006369426751592357
vacaciones	?	1	2	0.5
me	trajeron	1	61	0.01639344262295082
trajeron	al	1	1	1.0
al	cenac	1	39	0.02564102564102564
cenac	💀	1	1	1.0
tío	abuelo	1	2	0.5
abuelo	todavia	1	1	1.0
todavia	no	1	1	1.0
no	pasa	1	161	0.006211180124223602
me	hacen	1	61	0.01639344262295082
hacen	mierda	1	1	1.0
de	cabrones	1	157	0.006369426751592357
cabrones	en	1	1	1.0
la	escom	1	108	0.009259259259259259
escom	con	1	2	0.5
con	elo	1	47	0.02127659574468085
elo	de	1	1	1.0
de	1500	1	157	0.006369426751592357
1500	#	1	1	1.0
yo	con	1	29	0.034482758620689655
mi	humilde	1	25	0.04
humilde	900	1	2	0.5
900	#	1	1	1.0
el	coeficiente	1	127	0.007874015748031496
coeficiente	que	1	1	1.0
que	indica	1	211	0.004739336492890996
indica	que	1	1	1.0
que	tan	1	211	0.004739336492890996
tan	cabron	1	4	0.25
cabron	estás	1	2	0.5
se	calcula	1	43	0.023255813953488372
calcula	conforme	1	1	1.0
conforme	contra	1	2	0.5
quien	ganas	1	5	0.2
ganas	y	1	2	0.5
y	contra	1	65	0.015384615384615385
quien	pierdes	1	5	0.2
pierdes	#	1	1	1.0
voy	pendejo	1	16	0.0625
$	relájate	1	1206	0.0008291873963515755
relájate	#	1	1	1.0
$	crafteate	1	1206	0.0008291873963515755
crafteate	los	1	1	1.0
los	cronogramas	1	27	0.037037037037037035
cronogramas	#	1	1	1.0
yo	voy	1	29	0.034482758620689655
a	cocinar	1	119	0.008403361344537815
cocinar	intro	1	1	1.0
intro	y	1	1	1.0
y	justificación	1	65	0.015384615384615385
justificación	#	1	1	1.0
,	ando	1	76	0.013157894736842105
$	hubieras	1	1206	0.0008291873963515755
hubieras	preguntado	1	3	0.3333333333333333
preguntado	en	1	1	1.0
grupo	,	1	2	0.5
bueno	kkk	1	18	0.05555555555555555
$	toma	1	1206	0.0008291873963515755
toma	en	1	1	1.0
en	cuenta	1	76	0.013157894736842105
cuenta	esto	1	5	0.2
las	épicas	1	33	0.030303030303030304
épicas	pueden	1	1	1.0
pueden	ser	1	1	1.0
ser	diseño	1	8	0.125
diseño	del	1	2	0.5
del	data	1	26	0.038461538461538464
data	set	1	1	1.0
set	,	1	1	1.0
,	entrenamiento	1	76	0.013157894736842105
entrenamiento	del	1	1	1.0
modelo	,	1	3	0.3333333333333333
integración	API	1	2	0.5
API	,	1	7	0.14285714285714285
desarrollo	de	1	3	0.3333333333333333
de	página	1	157	0.006369426751592357
página	web	1	4	0.25
web	,	1	1	1.0
integración	de	1	2	0.5
de	base	1	157	0.006369426751592357
desarrollo	 	1	3	0.3333333333333333
 	extensión	1	5	0.2
extensión	#	1	1	1.0
es	uno	1	64	0.015625
uno	para	1	3	0.3333333333333333
para	cada	1	38	0.02631578947368421
cada	uno	1	4	0.25
uno	#	1	3	0.3333333333333333
y	si	1	65	0.015384615384615385
quieres	utiliza	1	6	0.16666666666666666
utiliza	otro	1	1	1.0
otro	formato	1	4	0.25
formato	de	1	3	0.3333333333333333
de	tabla	1	157	0.006369426751592357
tabla	,	1	4	0.25
,	con	1	76	0.013157894736842105
con	que	1	47	0.02127659574468085
se	vea	1	43	0.023255813953488372
vea	formal	1	2	0.5
formal	dicen	1	1	1.0
dicen	que	1	2	0.5
$	kkk	1	1206	0.0008291873963515755
$	joder	1	1206	0.0008291873963515755
joder	#	1	2	0.5
$	humilde	1	1206	0.0008291873963515755
humilde	#	1	2	0.5
hora	tengo	1	6	0.16666666666666666
tengo	exámen	1	4	0.25
exámen	de	1	1	1.0
de	VR	1	157	0.006369426751592357
VR	así	1	1	1.0
así	que	1	11	0.09090909090909091
no	andar	1	161	0.006211180124223602
andar	chingando	1	1	1.0
chingando	de	1	3	0.3333333333333333
de	favor	1	157	0.006369426751592357
favor	#	1	1	1.0
no	estoy	1	161	0.006211180124223602
estoy	seguro	1	10	0.1
seguro	#	1	3	0.3333333333333333
$	guíate	1	1206	0.0008291873963515755
guíate	con	1	1	1.0
el	pdf	1	127	0.007874015748031496
pdf	que	1	2	0.5
que	les	1	211	0.004739336492890996
les	mandé	1	4	0.25
mandé	del	1	2	0.5
del	anterior	1	26	0.038461538461538464
anterior	del	1	1	1.0
del	papiano	1	26	0.038461538461538464
papiano	#	1	1	1.0
y	mira	1	65	0.015384615384615385
$	🤨	1	1206	0.0008291873963515755
🤨	#	1	1	1.0
$	don't	1	1206	0.0008291873963515755
don't	touch	1	1	1.0
touch	#	1	1	1.0
my	shit	1	3	0.3333333333333333
shit	#	1	2	0.5
$	siguen	1	1206	0.0008291873963515755
siguen	los	1	1	1.0
los	que	1	27	0.037037037037037035
que	puse	1	211	0.004739336492890996
puse	de	1	1	1.0
de	placeholders	1	157	0.006369426751592357
placeholders	wey	1	1	1.0
pues	sí	1	26	0.038461538461538464
sí	#	1	16	0.0625
$	.	1	1206	0.0008291873963515755
con	esas	1	47	0.02127659574468085
esas	we	1	3	0.3333333333333333
no	las	1	161	0.006211180124223602
las	he	1	33	0.030303030303030304
he	revisando	1	6	0.16666666666666666
revisando	bien	1	1	1.0
ni	una	1	13	0.07692307692307693
una	ni	1	19	0.05263157894736842
ni	otra	1	13	0.07692307692307693
otra	#	1	6	0.16666666666666666
$	15	1	1206	0.0008291873963515755
15	#	1	1	1.0
ps	a	1	9	0.1111111111111111
a	todos	1	119	0.008403361344537815
todos	la	1	6	0.16666666666666666
misma	cantidad	1	2	0.5
cantidad	we	1	2	0.5
no	va	1	161	0.006211180124223602
pasar	como	1	6	0.16666666666666666
como	con	1	25	0.04
de	ingeniería	1	157	0.006369426751592357
ingeniería	we	1	2	0.5
yo	10	1	29	0.034482758620689655
y	ustedes	1	65	0.015384615384615385
ustedes	9	1	1	1.0
que	mediocre	1	211	0.004739336492890996
mediocre	bro	1	1	1.0
bro	#	1	1	1.0
nos	dicen	1	17	0.058823529411764705
dicen	mañana	1	2	0.5
que	hora	1	211	0.004739336492890996
hora	el	1	6	0.16666666666666666
push	de	1	7	0.14285714285714285
de	lo	1	157	0.006369426751592357
PLN	?	1	2	0.5
me	iba	1	61	0.01639344262295082
a	poner	1	119	0.008403361344537815
poner	a	1	1	1.0
hacer	la	1	11	0.09090909090909091
le	falta	1	23	0.043478260869565216
falta	algo	1	14	0.07142857142857142
algo	?	1	11	0.09090909090909091
no	andas	1	161	0.006211180124223602
andas	ocupado	1	3	0.3333333333333333
ocupado	,	1	2	0.5
,	ayuda	1	76	0.013157894736842105
ayuda	a	1	1	1.0
a	tu	1	119	0.008403361344537815
tu	tio	1	25	0.04
tio	pichula	1	1	1.0
pichula	#	1	1	1.0
urge	quitarme	1	2	0.5
quitarme	de	1	1	1.0
de	encima	1	157	0.006369426751592357
encima	mandar	1	1	1.0
mandar	el	1	2	0.5
hoy	que	1	8	0.125
que	hablamos	1	211	0.004739336492890996
hablamos	con	1	1	1.0
con	marta	1	47	0.02127659574468085
rosa	nos	1	2	0.5
nos	dijo	1	17	0.058823529411764705
que	simón	1	211	0.004739336492890996
simón	#	1	1	1.0
si	había	1	64	0.015625
había	pedos	1	2	0.5
pedos	por	1	1	1.0
la	cantidad	1	108	0.009259259259259259
cantidad	que	1	2	0.5
ya	tiene	1	73	0.0136986301369863
tiene	que	1	6	0.16666666666666666
lo	trabajaramos	1	74	0.013513513513513514
trabajaramos	con	1	1	1.0
su	hija	1	6	0.16666666666666666
hija	sin	1	1	1.0
sin	problema	1	8	0.125
problema	,	1	2	0.5
ya	da	1	73	0.0136986301369863
da	clases	1	4	0.25
clases	en	1	3	0.3333333333333333
en	escom	1	76	0.013157894736842105
escom	#	1	2	0.5
con	lo	1	47	0.02127659574468085
ada	weeee	1	10	0.1
weeee	#	1	1	1.0
ese	ya	1	11	0.09090909090909091
lo	aceptaron	1	74	0.013513513513513514
aceptaron	#	1	1	1.0
ni	de	1	13	0.07692307692307693
de	pedo	1	157	0.006369426751592357
que	mamada	1	211	0.004739336492890996
hiciste	#	1	9	0.1111111111111111
pues	supongo	1	26	0.038461538461538464
supongo	que	1	2	0.5
está	mal	1	21	0.047619047619047616
mal	la	1	11	0.09090909090909091
la	info	1	108	0.009259259259259259
info	pero	1	1	1.0
pero	está	1	44	0.022727272727272728
está	de	1	21	0.047619047619047616
verga	la	1	9	0.1111111111111111
tabla	#	1	4	0.25
mañana	la	1	14	0.07142857142857142
la	revisamos	1	108	0.009259259259259259
revisamos	#	1	1	1.0
pero	se	1	44	0.022727272727272728
se	sabe	1	43	0.023255813953488372
sabe	que	1	2	0.5
también	ando	1	8	0.125
corrigiendo	tu	1	2	0.5
tu	front	1	25	0.04
front	end	1	5	0.2
end	#	1	1	1.0
$	faltaron	1	1206	0.0008291873963515755
faltaron	cosas	1	1	1.0
el	corpus	1	127	0.007874015748031496
se	sube	1	43	0.023255813953488372
sube	solo	1	1	1.0
solo	no	1	16	0.0625
además	mira	1	3	0.3333333333333333
,	decías	1	76	0.013157894736842105
decías	que	1	1	1.0
no	faltaba	1	161	0.006211180124223602
faltaba	nada	1	1	1.0
nada	hace	1	11	0.09090909090909091
hace	unos	1	6	0.16666666666666666
unos	minutos	1	2	0.5
minutos	tan	1	1	1.0
tan	solo	1	4	0.25
mejor	ya	1	8	0.125
ya	vete	1	73	0.0136986301369863
vete	a	1	1	1.0
a	dormir	1	119	0.008403361344537815
dormir	como	1	1	1.0
como	dices	1	25	0.04
dices	we	1	5	0.2
se	hizo	1	43	0.023255813953488372
hizo	mierda	1	5	0.2
mierda	tu	1	7	0.14285714285714285
tu	cronograma	1	25	0.04
cronograma	xd	1	1	1.0
moviste	?	1	2	0.5
se	lo	1	43	0.023255813953488372
a	mandar	1	119	0.008403361344537815
mandar	al	1	2	0.5
al	cubano	1	39	0.02564102564102564
cubano	#	1	2	0.5
ah	es	1	7	0.14285714285714285
que	vi	1	211	0.004739336492890996
tenías	abierto	1	3	0.3333333333333333
abierto	el	1	2	0.5
el	doc	1	127	0.007874015748031496
doc	#	1	1	1.0
para	no	1	38	0.02631578947368421
no	hacer	1	161	0.006211180124223602
hacer	ni	1	11	0.09090909090909091
ni	madres	1	13	0.07692307692307693
madres	?	1	2	0.5
mames	wey	1	8	0.125
